doctype;parser;file;max mem dif;parser s;real s;user s;sys s;maximum RSS
xml;ahd_css;test_ozon_balls.xml;582928;0.13063097000122;0.15;0.14;0.00;33432
xml;ahd_css;test_ozon_childbooks.xml;9;9;312.63;46.27;4.28;933868
xml;ahd_css;test_ozon_complit.xml;73999800;144.86819195747;145.20;141.12;0.23;453844
xml;ahd_css;test_ozon_web.xml;5400856;1.7110948562622;1.84;1.74;0.08;234216
xml;ahd_xpath;test_ozon_balls.xml;583056;0.1336989402771;0.16;0.14;0.00;33436
xml;ahd_xpath;test_ozon_childbooks.xml;9;9;313.64;52.73;4.02;932864
xml;ahd_xpath;test_ozon_complit.xml;73999784;141.18587708473;141.52;140.86;0.24;453864
xml;ahd_xpath;test_ozon_web.xml;5400888;1.6842238903046;1.81;1.74;0.06;234368
xml;didom_css;test_ozon_balls.xml;578344;0.15734696388245;0.20;0.16;0.00;11392
xml;didom_css;test_ozon_childbooks.xml;9;9;312.64;12.00;3.57;927880
xml;didom_css;test_ozon_complit.xml;59273120;24.034164905548;24.25;23.51;0.48;278524
xml;didom_css;test_ozon_web.xml;4278800;1.5714979171753;1.59;1.58;0.00;28200
xml;didom_xpath;test_ozon_balls.xml;578248;0.15566205978394;0.17;0.16;0.00;11136
xml;didom_xpath;test_ozon_childbooks.xml;9;9;312.64;11.99;3.74;926908
xml;didom_xpath;test_ozon_complit.xml;59272984;23.624236106873;23.86;23.10;0.54;278372
xml;didom_xpath;test_ozon_web.xml;4278640;1.5389180183411;1.56;1.54;0.01;27932
xml;dom;test_ozon_balls.xml;232200;0.088414907455444;0.10;0.07;0.00;9696
xml;dom;test_ozon_childbooks.xml;9;9;312.90;299.15;1.31;928884
xml;dom;test_ozon_complit.xml;0;0;300.40;299.81;0.10;187308
xml;dom;test_ozon_web.xml;1982976;2.6908462047577;2.71;2.68;0.01;21032
xml;dom_xpath;test_ozon_balls.xml;250616;0.054862022399902;0.06;0.05;0.00;9784
xml;dom_xpath;test_ozon_childbooks.xml;9;9;312.50;11.60;4.96;935820
xml;dom_xpath;test_ozon_complit.xml;25509360;7.3165040016174;7.52;7.27;0.06;192700
xml;dom_xpath;test_ozon_web.xml;1983272;0.4588611125946;0.48;0.45;0.01;21292
xml;expat_stream;test_ozon_balls.xml;59072;0.13662886619568;0.14;0.14;0.00;8188
xml;expat_stream;test_ozon_childbooks.xml;50706184;181.47619700432;181.53;180.49;0.75;57796
xml;expat_stream;test_ozon_complit.xml;6989872;21.530211210251;21.54;21.41;0.10;15052
xml;expat_stream;test_ozon_web.xml;535288;1.2765979766846;1.28;1.26;0.01;8680
xml;expat_struct;test_ozon_balls.xml;2832192;0.11185312271118;0.12;0.12;0.00;11676
xml;expat_struct;test_ozon_childbooks.xml;9;9;312.66;4.71;3.92;933308
xml;expat_struct;test_ozon_complit.xml;364373280;21.637946128845;21.86;21.47;0.18;428828
