doctype;parser;file;max mem dif;parser s;real s;user s;sys s;maximum RSS
xml;didom_css;test_ozon_balls.xml;394288;0.04408597946167;0.07;0.04;0.01;25388
xml;didom_css;test_ozon_childbooks.xml;9;9;315.09;11.17;5.81;890936
xml;didom_css;test_ozon_complit.xml;29936656;6.3658459186554;6.90;6.36;0.13;271248
xml;didom_css;test_ozon_web.xml;2279136;0.42162609100342;0.45;0.42;0.01;38500
xml;didom_xpath;test_ozon_balls.xml;393936;0.041903972625732;0.06;0.05;0.00;24832
xml;didom_xpath;test_ozon_childbooks.xml;9;9;312.93;11.92;5.96;897480
xml;didom_xpath;test_ozon_complit.xml;29936304;6.4581389427185;6.93;6.48;0.09;270856
xml;didom_xpath;test_ozon_web.xml;2278784;0.41961789131165;0.45;0.43;0.00;38456
xml;dom;test_ozon_balls.xml;47272;0.022789001464844;0.04;0.03;0.00;24532
xml;dom;test_ozon_childbooks.xml;9;9;313.26;273.54;1.21;894480
xml;dom;test_ozon_complit.xml;5683176;254.59533190727;254.84;254.01;0.26;203468
xml;dom;test_ozon_web.xml;400120;0.67340207099915;0.70;0.67;0.01;33888
xml;dom_xpath;test_ozon_balls.xml;61832;0.015973091125488;0.03;0.02;0.00;24516
xml;dom_xpath;test_ozon_childbooks.xml;9;9;311.65;11.69;6.98;902116
xml;dom_xpath;test_ozon_complit.xml;7223712;2.0846359729767;2.53;1.85;0.26;203752
xml;dom_xpath;test_ozon_web.xml;499496;0.12143802642822;0.14;0.12;0.01;33856
xml;expat_stream;test_ozon_balls.xml;22232;0.030143976211548;0.04;0.04;0.00;21456
xml;expat_stream;test_ozon_childbooks.xml;38116416;28.174083948135;28.19;27.87;0.23;58116
xml;expat_stream;test_ozon_complit.xml;5016024;3.5247669219971;3.54;3.49;0.04;25416
xml;expat_stream;test_ozon_web.xml;334248;0.2634859085083;0.28;0.27;0.00;21348
xml;expat_struct;test_ozon_balls.xml;1955768;0.017578840255737;0.03;0.02;0.00;25640
xml;expat_struct;test_ozon_childbooks.xml;9;9;313.23;4.96;6.38;900184
xml;expat_struct;test_ozon_complit.xml;245247248;2.5412039756775;2.90;2.46;0.11;311496
xml;expat_struct;test_ozon_web.xml;17158376;0.17125797271729;0.19;0.16;0.02;43636
xml;fdom_css;test_ozon_balls.xml;297128;0.035928010940552;0.09;0.04;0.00;29796
xml;fdom_css;test_ozon_childbooks.xml;9;9;223.70;7.03;4.19;907816
xml;fdom_css;test_ozon_complit.xml;6475688;3.1092600822449;3.61;3.08;0.17;391856
xml;fdom_css;test_ozon_web.xml;673544;0.20186901092529;0.26;0.23;0.02;80108
xml;fdom_xpath;test_ozon_balls.xml;246824;0.022944927215576;0.04;0.02;0.01;29480
xml;fdom_xpath;test_ozon_childbooks.xml;9;9;210.31;6.88;4.09;907092
xml;fdom_xpath;test_ozon_complit.xml;6442624;3.0462331771851;3.50;2.99;0.18;391552
xml;fdom_xpath;test_ozon_web.xml;623240;0.19965195655823;0.26;0.23;0.02;79912
xml;fluentdom_css;test_ozon_balls.xml;546600;0.052629947662354;0.07;0.04;0.00;29764
xml;fluentdom_css;test_ozon_childbooks.xml;9;9;168.88;4.79;3.62;907252
xml;fluentdom_css;test_ozon_complit.xml;6898256;2.1060600280762;2.53;2.10;0.12;391836
xml;fluentdom_css;test_ozon_web.xml;929000;0.14119386672974;0.19;0.16;0.02;80184
xml;fluentdom_xpath;test_ozon_balls.xml;374128;0.016414880752563;0.03;0.02;0.00;24804
xml;fluentdom_xpath;test_ozon_childbooks.xml;9;9;312.33;4.84;7.95;897584
xml;fluentdom_xpath;test_ozon_complit.xml;6725856;2.0870180130005;2.39;2.02;0.08;238284
xml;fluentdom_xpath;test_ozon_web.xml;753240;0.13647317886353;0.16;0.14;0.01;36348
xml;phantomjs;test_ozon_balls.xml;10512;1.3560750484467;1.37;0.66;0.04;42116
xml;phantomjs;test_ozon_childbooks.xml;9;9;312.75;0.00;0.00;21304
xml;phantomjs;test_ozon_complit.xml;9;9;313.05;117.58;0.24;369184
xml;phantomjs;test_ozon_web.xml;339600;14.91556596756;15.11;4.86;0.09;63448
xml;phpquery_css;test_ozon_balls.xml;1174448;0.10450005531311;0.19;0.05;0.00;31848
xml;phpquery_css;test_ozon_childbooks.xml;9;9;312.68;5.10;5.30;656012
xml;phpquery_css;test_ozon_complit.xml;25069760;92.537377119064;123.33;45.78;1.20;678952
xml;phpquery_css;test_ozon_web.xml;2402472;0.82852816581726;1.05;0.44;0.04;82520
xml;querypath_css;test_ozon_balls.xml;755616;0.34871602058411;0.39;0.18;0.01;26084
xml;querypath_css;test_ozon_childbooks.xml;9;9;191.12;3.65;3.61;698228
xml;querypath_css;test_ozon_complit.xml;9025040;46.468940973282;47.39;23.09;0.44;369212
xml;querypath_css;test_ozon_web.xml;1239216;3.2855670452118;3.35;1.65;0.02;47900
xml;regexp;test_ozon_balls.xml;577752;0.0049378871917725;0.04;0.01;0.00;23108
xml;regexp;test_ozon_childbooks.xml;797745304;87.077790021896;89.17;5.52;2.64;678116
xml;regexp;test_ozon_complit.xml;105980536;1.3996179103851;1.60;0.66;0.07;134776
xml;regexp;test_ozon_web.xml;5859640;0.087943077087402;0.13;0.06;0.00;29508
xml;simplexml_xpath;test_ozon_balls.xml;68752;0.030898094177246;0.07;0.03;0.00;24624
xml;simplexml_xpath;test_ozon_childbooks.xml;9;9;311.82;4.78;7.87;753668
xml;simplexml_xpath;test_ozon_complit.xml;8193800;4.3500809669495;4.66;1.95;0.28;205948
xml;simplexml_xpath;test_ozon_web.xml;567664;0.28137397766113;0.32;0.13;0.02;34008
xml;simplexmlreader;test_ozon_balls.xml;167176;0.22482204437256;0.26;0.12;0.00;21776
xml;simplexmlreader;test_ozon_childbooks.xml;178493296;235.5280611515;235.61;117.48;0.44;195716
xml;simplexmlreader;test_ozon_complit.xml;23530856;31.110282897949;31.15;15.51;0.05;44280
xml;simplexmlreader;test_ozon_web.xml;1625176;2.1700100898743;2.21;1.09;0.00;23780
xml;string;test_ozon_balls.xml;394256;0.014224052429199;0.05;0.01;0.00;23140
xml;string;test_ozon_childbooks.xml;384337728;26.70240187645;27.01;8.75;0.34;591932
xml;string;test_ozon_complit.xml;55850768;2.3927869796753;2.65;1.21;0.02;107256
xml;string;test_ozon_web.xml;4020496;0.16897892951965;0.21;0.10;0.00;27576
xml;symfony_css;test_ozon_balls.xml;516984;0.1109311580658;0.19;0.06;0.00;25028
xml;symfony_css;test_ozon_childbooks.xml;9;9;318.83;8.33;5.00;735752
xml;symfony_css;test_ozon_complit.xml;8786888;7.668937921524;8.10;5.74;0.17;242984
xml;symfony_css;test_ozon_web.xml;1000264;0.79064011573792;0.85;0.42;0.00;36608
xml;symfony_xpath;test_ozon_balls.xml;311952;0.035927057266235;0.08;0.04;0.00;25112
xml;symfony_xpath;test_ozon_childbooks.xml;9;9;315.41;5.25;6.52;717256
xml;symfony_xpath;test_ozon_complit.xml;7944768;13.842987060547;14.94;6.16;0.98;231396
xml;symfony_xpath;test_ozon_web.xml;684424;0.7963387966156;0.95;0.43;0.03;36348
xml;zend_css;test_ozon_balls.xml;356640;0.16002202033997;0.31;0.10;0.04;25036
xml;zend_css;test_ozon_childbooks.xml;9;9;85.19;4.53;2.00;630944
xml;zend_css;test_ozon_complit.xml;31569560;36.356515884399;37.20;15.66;3.71;253064
xml;zend_css;test_ozon_web.xml;2335536;0.88765001296997;1.04;0.51;0.02;38560
xml;zend_xpath;test_ozon_balls.xml;332528;0.054098129272461;0.14;0.06;0.00;24996
xml;zend_xpath;test_ozon_childbooks.xml;9;9;110.19;4.90;2.22;621516
xml;zend_xpath;test_ozon_complit.xml;31545448;35.489706993103;36.78;15.48;3.84;264316
xml;zend_xpath;test_ozon_web.xml;2311424;0.9165678024292;1.03;0.48;0.03;38520
