doctype;parser;file;max mem dif;parser s;real s;user s;sys s;maximum RSS
xhtml;ahd_css;test_iana_longlist.xhtml;2936664;0.94701790809631;1.5380267;1.390625;0.140625;58576896
xhtml;ahd_xpath;test_iana_longlist.xhtml;2936664;0.91277503967285;1.4949979;1.375;0.109375;58519552
xhtml;didom_css;test_iana_longlist.xhtml;3852384;0.38743805885315;0.9626413;0.890625;0.0625;31502336
xhtml;didom_xpath;test_iana_longlist.xhtml;3852000;0.38318920135498;0.9516348;0.796875;0.140625;31584256
xhtml;dom;test_iana_longlist.xhtml;2410920;4.6720328330994;5.2294863;5.0625;0.140625;28758016
xhtml;dom_xpath;test_iana_longlist.xhtml;3125688;0.36808300018311;0.9526351;0.75;0.171875;29732864
xhtml;expat_struct;test_iana_longlist.xhtml;19761912;1.2641489505768;1.8262174;0.734375;0.15625;38543360
xhtml;fdom_css;test_iana_longlist.xhtml;3938232;0.35379099845886;0.9416273;0.796875;0.15625;56905728
xhtml;fdom_xpath;test_iana_longlist.xhtml;3872696;0.37851977348328;0.9706475;0.828125;0.140625;52494336
xhtml;fluentdom_css;test_iana_longlist.xhtml;3747984;0.37643790245056;0.9766494;0.796875;0.15625;52248576
xhtml;fluentdom_xpath;test_iana_longlist.xhtml;3475688;0.38154697418213;0.9806521;0.875;0.09375;28856320
xhtml;ganon_css;test_iana_longlist.xhtml;0;0;300.2281546;299.5625;0.375;37302272
xhtml;html5lib;test_iana_longlist.xhtml;4464656;14.895532131195;16.042696;15.6875;0.296875;31686656
xhtml;nokogiri_css;test_iana_longlist.xhtml;6992360;0.43136692047119;0.9986649;0.875;0.09375;33964032
xhtml;phantomjs;test_iana_longlist.xhtml;3418016;18.092425107956;18.6234135;0.515625;0.046875;20123648
xhtml;phpquery_css;test_iana_longlist.xhtml;3941632;15.919648885727;16.5110064;16.3125;0.1875;62820352
xhtml;querypath_css;test_iana_longlist.xhtml;4235520;4.2875909805298;4.8442291;4.65625;0.171875;30851072
xhtml;regexp;test_iana_longlist.xhtml;4351728;0.049849987030029;0.5983981;0.46875;0.109375;16470016
xhtml;shd_css;test_iana_longlist.xhtml;65232936;4.4184210300446;5.2625096;5.140625;0.109375;82305024
xhtml;simplexml_xpath;test_iana_longlist.xhtml;605512;0.089385032653809;0.6354236;0.53125;0.078125;16535552
xhtml;string;test_iana_longlist.xhtml;3271888;0.47768807411194;1.0507009;0.953125;0.09375;20824064
xhtml;symfony_css;test_iana_longlist.xhtml;4028624;0.60473895072937;1.1587738;1;0.125;32526336
xhtml;symfony_xpath;test_iana_longlist.xhtml;3619688;0.45020198822021;1.0266818;0.859375;0.140625;31322112
xhtml;zend_css;test_iana_longlist.xhtml;3902528;0.84013795852661;1.3959319;1.203125;0.1875;30593024
xhtml;zend_xpath;test_iana_longlist.xhtml;3874600;0.87348794937134;1.4339564;1.21875;0.21875;30355456
