doctype;parser;file;max mem dif;parser s;real s;user s;sys s;maximum RSS
xhtml;didom_css;test_iana_longlist.xhtml;3803976;0.31962490081787;0.36;0.32;0.03;36328
xhtml;didom_xpath;test_iana_longlist.xhtml;3803624;0.30470204353333;0.33;0.31;0.02;36512
xhtml;dom;test_iana_longlist.xhtml;2409824;5.283921957016;5.31;5.28;0.03;34096
xhtml;dom_xpath;test_iana_longlist.xhtml;3124592;0.30455708503723;0.33;0.30;0.03;36136
xhtml;expat_struct;test_iana_longlist.xhtml;19751760;0.63079810142517;0.65;0.48;0.20;41280
xhtml;fdom_css;test_iana_longlist.xhtml;3870136;0.30521082878113;0.37;0.32;0.05;65932
xhtml;fdom_xpath;test_iana_longlist.xhtml;3822392;0.27395510673523;0.34;0.30;0.03;65860
xhtml;fluentdom_css;test_iana_longlist.xhtml;3683552;0.32169103622437;0.38;0.35;0.03;66112
xhtml;fluentdom_xpath;test_iana_longlist.xhtml;3507904;0.29401206970215;0.32;0.31;0.00;36212
xhtml;ganon_css;test_iana_longlist.xhtml;35451464;101.04718089104;101.49;99.55;1.94;59616
xhtml;html5lib;test_iana_longlist.xhtml;4402736;7.8783710002899;7.91;7.89;0.01;34952
xhtml;nokogiri_css;test_iana_longlist.xhtml;6983752;0.37592387199402;0.41;0.39;0.02;40788
xhtml;phantomjs;test_iana_longlist.xhtml;3481928;12.464240074158;12.49;2.85;1.48;71272
xhtml;phpquery_css;test_iana_longlist.xhtml;3810160;11.773509979248;11.83;11.70;0.14;68292
xhtml;querypath_css;test_iana_longlist.xhtml;4098464;5.4103488922119;5.44;5.43;0.00;35996
xhtml;regexp;test_iana_longlist.xhtml;4351544;0.047815084457397;0.07;0.06;0.00;25960
xhtml;shd_css;test_iana_longlist.xhtml;52460048;3.338632106781;3.56;3.36;0.20;75840
xhtml;simplexml_xpath;test_iana_longlist.xhtml;604416;0.068513154983521;0.09;0.07;0.02;27804
xhtml;string;test_iana_longlist.xhtml;3271728;0.17387080192566;0.20;0.19;0.00;24260
xhtml;symfony_css;test_iana_longlist.xhtml;3936152;0.45930790901184;0.49;0.48;0.00;36908
xhtml;symfony_xpath;test_iana_longlist.xhtml;3653752;0.3318178653717;0.36;0.34;0.02;36084
xhtml;zend_css;test_iana_longlist.xhtml;3891656;1.2756140232086;1.30;1.21;0.09;36600
xhtml;zend_xpath;test_iana_longlist.xhtml;3867512;1.2633101940155;1.29;1.16;0.13;36168
